hand_side,orientation,index_angle,middle_angle,ring_angle,thumb_index_distance,ball_thumb_distance,ball_index_distance,ball_middle_distance,ball_ring_distance,wrist_angle,wrist_rotation_angle,thumb_angle,index_curl,middle_curl,ring_curl,pinky_curl,index_middle_distance,middle_ring_distance,ring_pinky_distance,ball_index_mcp_distance,ball_middle_mcp_distance,ball_ring_mcp_distance,ball_coverage_ratio,label
RIGHT,BACK,123.17,113.3,119.01,0.2639,0.274,0.4204,0.3465,0.3169,67.65,-66.1,167.94,123.17,113.3,119.01,123.46,0.175,0.2638,0.3096,0.3524,0.5769,0.7934,0.3835,seam_grip
RIGHT,BACK,137.8,130.35,134.64,0.3871,0.2965,0.5097,0.4263,0.3587,67.25,-66.41,168.35,137.8,130.35,134.64,139.62,0.1577,0.2456,0.2988,0.3986,0.621,0.8195,0.468,seam_grip
RIGHT,BACK,137.37,128.52,134.54,0.3781,0.2907,0.5253,0.4753,0.4008,67.42,-66.99,166.87,137.37,128.52,134.54,141.82,0.1524,0.2467,0.3069,0.4233,0.6553,0.8473,0.5003,seam_grip
RIGHT,BACK,141.11,129.1,133.9,0.3575,0.2948,0.5213,0.4485,0.3166,67.85,-67.59,169.25,141.11,129.1,133.9,138.19,0.1608,0.2829,0.3543,0.3945,0.6069,0.7944,0.4849,seam_grip
RIGHT,BACK,142.44,125.18,128.04,0.3249,0.2788,0.4957,0.424,0.2969,68.39,-68.12,170.28,142.44,125.18,128.04,129.78,0.1635,0.3085,0.3552,0.4038,0.6111,0.7976,0.4599,seam_grip
RIGHT,BACK,138.84,123.88,128.99,0.3044,0.2705,0.4697,0.4044,0.2945,68.91,-68.6,170.84,138.84,123.88,128.99,131.94,0.1604,0.28,0.3376,0.4101,0.6074,0.7906,0.4371,seam_grip
RIGHT,BACK,139.02,116.1,92.78,0.2338,0.3487,0.4036,0.3464,0.2032,71.37,-69.84,167.42,139.02,116.1,92.78,92.95,0.182,0.4181,0.3215,0.3665,0.5047,0.6991,0.375,seam_grip
RIGHT,BACK,107.3,98.97,14.75,0.3427,0.1888,0.3495,0.203,0.6063,82.42,-76.35,157.53,107.3,98.97,14.75,2.05,0.23,0.8087,0.2157,0.6531,0.566,0.6345,0.2763,seam_grip
RIGHT,BACK,137.92,144.94,45.47,0.5883,0.3697,0.3294,0.2154,0.8523,89.63,-83.28,161.42,137.92,144.94,45.47,34.55,0.2272,1.0648,0.1685,0.8371,0.7901,0.8226,0.2724,seam_grip
RIGHT,BACK,144.45,147.76,63.48,0.6175,0.2849,0.6069,0.4572,0.5986,88.54,-85.02,157.06,144.45,147.76,63.48,60.26,0.2416,1.0434,0.1474,0.7763,0.6785,0.601,0.532,seam_grip
RIGHT,BACK,136.61,138.6,75.06,0.4246,0.0747,0.4863,0.4475,0.5865,86.69,-87.13,171.17,136.61,138.6,75.06,77.03,0.1446,1.0296,0.0968,0.6154,0.561,0.4973,0.4669,seam_grip
RIGHT,BACK,9.87,17.39,22.52,0.179,0.216,0.3264,0.1534,0.4079,86.98,-82.8,158.19,9.87,17.39,22.52,36.2,0.2951,0.427,0.2128,0.3492,0.4156,0.6209,0.2399,seam_grip
RIGHT,BACK,61.57,48.7,35.99,0.1045,0.3209,0.3343,0.2556,0.3596,85.95,-82.18,159.34,61.57,48.7,35.99,42.66,0.2097,0.4867,0.2357,0.3309,0.4417,0.6526,0.295,seam_grip
RIGHT,BACK,94.54,59.19,40.27,0.1181,0.3375,0.3675,0.2585,0.3297,85.55,-82.03,159.17,94.54,59.19,40.27,45.62,0.2108,0.4978,0.2403,0.3493,0.4492,0.6549,0.313,seam_grip
RIGHT,BACK,75.74,57.35,40.08,0.1092,0.3382,0.3524,0.2636,0.3451,85.36,-81.98,159.33,75.74,57.35,40.08,44.36,0.21,0.4961,0.237,0.3466,0.4619,0.6705,0.308,seam_grip
RIGHT,BACK,54.05,51.94,33.82,0.0985,0.2646,0.3225,0.3839,0.5334,82.65,-79.18,158.1,54.05,51.94,33.82,40.12,0.2127,0.5274,0.2561,0.3566,0.581,0.8209,0.3532,seam_grip
RIGHT,BACK,19.38,3.16,12.12,0.1476,0.0292,0.1586,0.1057,0.4538,89.14,-84.1,147.61,19.38,3.16,12.12,30.47,0.2182,0.4498,0.2012,0.4364,0.4377,0.6082,0.1322,seam_grip
RIGHT,BACK,33.0,0.18,12.93,0.2546,0.0429,0.2133,0.1235,0.4074,89.77,-84.64,146.33,33.0,0.18,12.93,33.74,0.2382,0.4269,0.2032,0.4237,0.41,0.5813,0.1684,seam_grip
RIGHT,BACK,19.79,5.52,14.2,0.1325,0.215,0.133,0.1632,0.5853,89.77,-84.81,159.1,19.79,5.52,14.2,29.5,0.2613,0.4234,0.2121,0.5952,0.6061,0.7559,0.1481,seam_grip
RIGHT,BACK,172.37,175.84,28.52,0.681,0.2145,0.4708,0.5175,0.5746,80.76,-92.69,168.99,172.37,175.84,28.52,41.34,0.3093,1.0122,0.2104,0.7528,0.7458,0.8635,0.4941,seam_grip
RIGHT,BACK,173.21,175.78,27.67,0.696,0.2249,0.4733,0.5076,0.5959,80.86,-92.48,168.53,173.21,175.78,27.67,40.64,0.3116,1.0095,0.2136,0.7681,0.7675,0.8929,0.4905,seam_grip
RIGHT,BACK,171.94,177.15,27.42,0.6734,0.2236,0.4544,0.4878,0.5811,81.21,-92.19,168.0,171.94,177.15,27.42,40.88,0.312,0.983,0.2067,0.7624,0.753,0.8731,0.4711,seam_grip
RIGHT,BACK,169.07,175.75,47.51,0.7185,0.3162,0.4172,0.4762,0.5027,80.31,-92.93,169.23,169.07,175.75,47.51,51.62,0.2704,0.7704,0.2923,0.7538,0.78,0.9284,0.4467,seam_grip
RIGHT,BACK,170.12,176.69,167.48,0.7199,0.258,0.465,0.5056,0.5589,79.16,-93.89,170.65,170.12,176.69,167.48,122.97,0.2818,0.3642,0.5869,0.8027,0.81,0.943,0.4853,seam_grip
RIGHT,BACK,166.12,178.69,24.99,0.7015,0.251,0.4546,0.5026,0.4702,81.35,-92.31,165.36,166.12,178.69,24.99,36.75,0.294,0.8701,0.2268,0.6896,0.6525,0.768,0.4786,seam_grip
RIGHT,BACK,164.21,179.81,23.85,0.6889,0.2878,0.4054,0.4278,0.535,83.67,-90.57,163.52,164.21,179.81,23.85,37.71,0.2752,0.8948,0.2076,0.6564,0.6232,0.7477,0.4166,seam_grip
RIGHT,BACK,171.94,173.4,29.3,0.5591,0.1313,0.6223,0.6319,0.3679,85.53,-89.01,166.54,171.94,173.4,29.3,44.78,0.2702,0.9327,0.2282,0.5118,0.4853,0.6373,0.6271,seam_grip
RIGHT,BACK,173.77,162.87,31.52,0.5339,0.1387,0.526,0.3703,0.4993,88.4,-83.43,163.8,173.77,162.87,31.52,39.51,0.2872,0.7813,0.2339,0.5967,0.6363,0.7999,0.4481,seam_grip
RIGHT,BACK,37.31,25.03,9.41,0.2525,0.251,0.0483,0.1539,0.5954,87.67,-81.64,154.1,37.31,25.03,9.41,6.88,0.1851,0.5262,0.2006,0.4716,0.4457,0.5938,0.1011,seam_grip
RIGHT,BACK,35.84,24.05,7.31,0.2448,0.2954,0.097,0.1734,0.6168,86.88,-81.02,155.37,35.84,24.05,7.31,9.3,0.176,0.5042,0.2062,0.4803,0.4716,0.6242,0.1352,seam_grip
RIGHT,BACK,44.22,31.07,7.28,0.2663,0.2489,0.0187,0.17,0.5614,86.97,-80.96,155.96,44.22,31.07,7.28,8.91,0.1759,0.5448,0.2017,0.4415,0.4217,0.5708,0.0943,seam_grip
RIGHT,BACK,85.75,46.92,5.85,0.4218,0.2933,0.1609,0.2145,0.5792,87.25,-81.32,151.45,85.75,46.92,5.85,12.48,0.2006,0.6145,0.1875,0.4487,0.4408,0.597,0.1877,seam_grip
RIGHT,BACK,151.53,54.05,8.33,0.6367,0.3016,0.407,0.2548,0.6486,89.35,-84.41,163.3,151.53,54.05,8.33,14.29,0.3437,0.6992,0.1528,0.4162,0.4303,0.6027,0.3309,seam_grip
RIGHT,BACK,161.22,142.42,4.65,0.6712,0.2807,0.4915,0.3677,0.6355,88.83,-84.72,169.31,161.22,142.42,4.65,19.93,0.2962,0.8462,0.152,0.4305,0.4421,0.6126,0.4296,seam_grip
RIGHT,BACK,155.84,118.1,4.85,0.6647,0.3127,0.4509,0.311,0.6618,88.46,-85.19,167.31,155.84,118.1,4.85,18.53,0.3116,0.7843,0.1615,0.4527,0.4672,0.636,0.3809,seam_grip
RIGHT,BACK,157.3,61.95,8.3,0.6914,0.265,0.4995,0.2392,0.6186,88.25,-85.38,165.72,157.3,61.95,8.3,11.27,0.4048,0.6833,0.163,0.4321,0.4285,0.5852,0.3694,seam_grip
RIGHT,BACK,152.95,47.44,8.91,0.6583,0.2587,0.479,0.2246,0.6112,88.34,-85.24,166.78,152.95,47.44,8.91,10.28,0.4034,0.6507,0.1632,0.4256,0.4202,0.5782,0.3518,seam_grip
RIGHT,BACK,161.65,124.62,1.37,0.7076,0.2699,0.5302,0.3379,0.5916,88.92,-84.78,168.11,161.65,124.62,1.37,23.82,0.3505,0.7744,0.1548,0.4151,0.4161,0.5843,0.4341,seam_grip
RIGHT,BACK,178.02,175.6,23.21,0.5643,0.1624,0.6832,0.6059,0.4477,88.21,-83.1,173.33,178.02,175.6,23.21,41.96,0.2547,0.9389,0.1962,0.3349,0.3949,0.5959,0.6446,seam_grip
RIGHT,BACK,179.02,167.61,26.51,0.4995,0.2191,0.6226,0.5418,0.4903,87.33,-82.59,170.81,179.02,167.61,26.51,41.7,0.2486,0.9385,0.2094,0.3841,0.4552,0.6543,0.5822,seam_grip
RIGHT,BACK,178.37,165.06,26.02,0.4779,0.1582,0.5443,0.4782,0.5357,87.27,-82.55,168.19,178.37,165.06,26.02,41.69,0.2455,0.9173,0.2118,0.4293,0.5001,0.6949,0.5113,seam_grip
RIGHT,BACK,179.24,165.13,26.52,0.4668,0.2446,0.6278,0.5452,0.469,87.19,-82.46,169.14,179.24,165.13,26.52,40.97,0.2408,0.9208,0.215,0.3713,0.4397,0.6406,0.5865,seam_grip
RIGHT,BACK,177.84,162.39,26.56,0.4384,0.2383,0.5954,0.5146,0.4809,87.13,-82.41,168.62,177.84,162.39,26.56,40.11,0.2435,0.9034,0.216,0.3817,0.4523,0.6528,0.555,seam_grip
RIGHT,BACK,161.95,132.73,49.36,0.3103,0.2637,0.5501,0.4984,0.4177,80.78,-77.23,162.66,161.95,132.73,49.36,59.63,0.2255,0.7381,0.2957,0.3836,0.5502,0.782,0.5242,seam_grip
RIGHT,BACK,165.21,129.35,48.74,0.4143,0.286,0.6671,0.4888,0.4117,81.67,-78.0,164.87,165.21,129.35,48.74,57.84,0.2994,0.7661,0.305,0.3859,0.5326,0.7607,0.5779,seam_grip
RIGHT,BACK,168.49,136.48,55.84,0.4689,0.2833,0.6898,0.4897,0.3636,81.46,-78.0,165.29,168.49,136.48,55.84,65.97,0.2939,0.7695,0.3083,0.4304,0.5508,0.7653,0.5898,seam_grip
RIGHT,BACK,166.21,141.95,50.56,0.4115,0.2505,0.6419,0.5335,0.4083,81.33,-77.48,163.38,166.21,141.95,50.56,60.12,0.2699,0.7801,0.2971,0.3952,0.5473,0.777,0.5877,seam_grip
RIGHT,BACK,166.87,141.55,49.38,0.4425,0.2566,0.6747,0.5436,0.4164,81.21,-77.45,164.14,166.87,141.55,49.38,62.22,0.27,0.8212,0.3015,0.3931,0.5407,0.7702,0.6092,seam_grip
RIGHT,BACK,167.05,135.53,48.46,0.3789,0.2726,0.6062,0.4918,0.4168,81.24,-77.55,164.14,167.05,135.53,48.46,60.12,0.2572,0.7769,0.3132,0.3979,0.5386,0.7662,0.549,seam_grip
RIGHT,BACK,165.32,131.63,52.1,0.4219,0.3001,0.6852,0.4936,0.4005,81.31,-77.67,164.69,165.32,131.63,52.1,61.96,0.3115,0.7574,0.3165,0.3987,0.5487,0.7778,0.5894,seam_grip
RIGHT,BACK,159.19,140.09,136.77,0.3659,0.3023,0.6088,0.5632,0.3127,78.46,-77.18,167.11,159.19,140.09,136.77,143.24,0.1692,0.3538,0.3401,0.4268,0.6026,0.8052,0.586,seam_grip
RIGHT,BACK,158.24,140.61,141.4,0.3731,0.2979,0.6064,0.5725,0.3431,77.39,-76.75,168.38,158.24,140.61,141.4,148.26,0.1549,0.3135,0.3356,0.4336,0.6143,0.8082,0.5895,seam_grip
RIGHT,BACK,26.81,6.88,7.92,0.1095,0.1045,0.0801,0.136,0.4336,87.33,-87.74,158.99,26.81,6.88,7.92,25.21,0.2001,0.366,0.1952,0.4209,0.4052,0.5581,0.108,seam_grip
RIGHT,BACK,22.61,7.67,7.32,0.0794,0.1144,0.0728,0.127,0.4012,87.72,-87.46,159.53,22.61,7.67,7.32,25.37,0.1904,0.3462,0.1903,0.3807,0.3583,0.5117,0.0999,seam_grip
RIGHT,BACK,31.32,9.05,7.03,0.1569,0.1161,0.1012,0.1376,0.4167,87.65,-87.49,159.89,31.32,9.05,7.03,23.94,0.1982,0.3736,0.1947,0.3941,0.3736,0.5235,0.1194,seam_grip
RIGHT,BACK,150.85,116.71,63.04,0.323,0.2342,0.5432,0.5163,0.4041,86.38,-83.88,168.19,150.85,116.71,63.04,74.86,0.1697,0.6146,0.2351,0.409,0.5947,0.8017,0.5298,seam_grip
RIGHT,BACK,150.96,117.35,64.53,0.3051,0.2815,0.5783,0.5616,0.4379,86.06,-83.63,168.15,150.96,117.35,64.53,75.74,0.16,0.604,0.243,0.4319,0.6369,0.8457,0.57,seam_grip
RIGHT,BACK,148.63,110.81,65.48,0.2945,0.2762,0.5619,0.5326,0.4277,85.82,-83.43,167.92,148.63,110.81,65.48,75.35,0.1631,0.5653,0.2425,0.4308,0.6335,0.8408,0.5472,seam_grip
RIGHT,BACK,139.96,94.52,61.67,0.2563,0.2885,0.5381,0.4841,0.4321,85.57,-83.23,164.85,139.96,94.52,61.67,69.98,0.1816,0.53,0.2363,0.4243,0.6308,0.838,0.5111,seam_grip
RIGHT,BACK,140.05,92.96,60.36,0.2493,0.2751,0.5178,0.4698,0.4366,85.35,-83.06,163.7,140.05,92.96,60.36,67.41,0.1788,0.5412,0.2382,0.4282,0.6309,0.8372,0.4938,seam_grip
RIGHT,BACK,161.19,153.58,149.27,0.459,0.3425,0.6377,0.6872,0.4928,77.24,-75.6,167.97,161.19,153.58,149.27,146.57,0.2161,0.3148,0.4638,0.8964,1.031,1.1926,0.6625,seam_grip
RIGHT,BACK,159.35,159.47,158.28,0.707,0.1474,0.6952,0.8113,0.7413,69.02,-68.74,171.09,159.35,159.47,158.28,160.96,0.1989,0.2872,0.3483,0.8669,1.0754,1.2502,0.7532,seam_grip
RIGHT,BACK,171.14,162.87,142.2,0.5228,0.3107,0.8101,0.9995,0.5683,80.79,-79.6,178.98,171.14,162.87,142.2,136.98,0.3207,0.6698,0.4753,1.1624,1.3885,1.5775,0.9048,seam_grip
RIGHT,BACK,177.43,169.44,130.26,0.8612,0.0748,0.8855,1.1775,0.6062,89.4,-87.47,174.53,177.43,169.44,130.26,135.66,0.4675,0.8838,0.3668,1.4458,1.6052,1.7697,1.0315,seam_grip
RIGHT,BACK,176.51,169.38,117.19,0.8151,0.0485,0.8544,1.161,0.5634,88.61,-88.08,175.49,176.51,169.38,117.19,120.85,0.4804,1.0082,0.3671,1.4053,1.5484,1.7019,1.0077,seam_grip
RIGHT,BACK,178.23,168.61,129.85,0.9178,0.0845,0.8524,1.0333,0.5019,86.86,-88.85,175.17,178.23,168.61,129.85,116.19,0.4439,0.9074,0.4953,1.5071,1.6038,1.7362,0.9428,seam_grip
RIGHT,BACK,179.11,168.68,126.62,0.9246,0.1358,0.8825,1.0898,0.4856,84.34,-90.86,171.89,179.11,168.68,126.62,134.53,0.4687,0.8991,0.4197,1.479,1.591,1.735,0.9862,seam_grip
RIGHT,BACK,176.55,168.72,98.47,0.8431,0.0513,0.8378,0.9946,0.3641,82.68,-92.22,172.08,176.55,168.72,98.47,114.1,0.4585,1.1316,0.3819,1.379,1.4648,1.5945,0.9162,seam_grip
RIGHT,BACK,175.61,169.16,114.84,0.7818,0.0124,0.7698,0.8904,0.2358,80.73,-93.79,172.85,175.61,169.16,114.84,124.52,0.4939,0.9152,0.4599,1.3326,1.4018,1.5157,0.8301,seam_grip
RIGHT,BACK,175.19,168.37,116.35,0.7564,0.0577,0.8131,0.9386,0.2423,81.76,-93.05,172.56,175.19,168.37,116.35,141.96,0.4976,0.8956,0.468,1.3578,1.4318,1.5537,0.8758,seam_grip
RIGHT,BACK,134.66,96.6,9.86,0.4617,0.1851,0.3377,0.3118,0.6521,83.08,-75.84,167.3,134.66,96.6,9.86,6.57,0.261,0.7723,0.23,0.4817,0.4857,0.6655,0.3247,seam_grip
RIGHT,BACK,116.72,47.33,16.09,0.4494,0.1987,0.297,0.2264,0.6786,83.53,-76.24,164.62,116.72,47.33,16.09,1.04,0.3065,0.679,0.2238,0.4746,0.4688,0.6425,0.2617,seam_grip
RIGHT,BACK,142.84,99.35,17.74,0.4046,0.0552,0.3606,0.2862,0.6898,84.98,-77.68,173.92,142.84,99.35,17.74,3.1,0.2674,0.8094,0.2006,0.4918,0.4846,0.6455,0.3234,seam_grip
RIGHT,BACK,120.3,79.26,22.63,0.4466,0.172,0.2759,0.1813,0.6851,86.64,-79.71,177.19,120.3,79.26,22.63,8.47,0.2348,0.7906,0.1981,0.5651,0.501,0.6048,0.2286,seam_grip
RIGHT,BACK,122.75,87.32,24.31,0.4491,0.1529,0.2969,0.1922,0.6733,86.77,-79.76,177.57,122.75,87.32,24.31,11.45,0.2324,0.8148,0.2033,0.5876,0.507,0.5921,0.2445,seam_grip
RIGHT,BACK,126.09,108.42,28.29,0.4347,0.1301,0.3087,0.2398,0.6908,88.33,-81.34,178.69,126.09,108.42,28.29,18.06,0.2172,0.8634,0.1932,0.5829,0.5135,0.5925,0.2743,seam_grip
RIGHT,BACK,140.14,113.98,24.13,0.4834,0.2027,0.2807,0.2227,0.6737,87.55,-81.08,174.35,140.14,113.98,24.13,10.45,0.229,0.8175,0.2023,0.5959,0.5277,0.6251,0.2517,seam_grip
RIGHT,BACK,130.8,95.9,25.6,0.4175,0.1411,0.28,0.2142,0.6328,88.01,-81.64,174.78,130.8,95.9,25.6,12.2,0.2234,0.7556,0.2006,0.5506,0.475,0.5698,0.2471,seam_grip
RIGHT,BACK,179.6,175.16,73.41,0.4176,0.1722,0.5203,0.4903,0.361,83.68,-78.62,161.12,179.6,175.16,73.41,68.04,0.2551,0.4905,0.2781,0.387,0.4698,0.6845,0.5053,seam_grip
RIGHT,BACK,177.76,172.43,79.21,0.4413,0.1844,0.5433,0.4832,0.3329,83.51,-78.76,164.06,177.76,172.43,79.21,89.63,0.2577,0.4809,0.2459,0.3751,0.4665,0.6746,0.5132,seam_grip
RIGHT,BACK,145.39,145.24,148.05,0.696,0.2579,0.9425,1.0783,0.9049,50.51,-53.95,152.18,145.39,145.24,148.05,148.67,0.2644,0.3295,0.5122,1.2822,1.6148,1.8003,1.0104,seam_grip
RIGHT,BACK,144.96,144.45,148.7,0.6719,0.2603,0.9111,1.0405,0.8234,51.19,-55.21,153.4,144.96,144.45,148.7,151.77,0.2616,0.3224,0.5159,1.2595,1.5738,1.7417,0.9758,seam_grip
RIGHT,BACK,151.02,149.95,150.9,0.5572,0.3287,0.8851,1.0546,0.8433,57.44,-60.46,164.43,151.02,149.95,150.9,153.47,0.2571,0.3437,0.4573,1.3237,1.6514,1.8364,0.9699,seam_grip
RIGHT,BACK,155.42,154.13,152.71,0.5551,0.324,0.8257,0.9614,0.7401,62.54,-64.16,163.74,155.42,154.13,152.71,153.18,0.2806,0.3851,0.4753,1.2938,1.5808,1.7655,0.8936,seam_grip
RIGHT,BACK,165.69,160.02,161.27,0.548,0.319,0.8636,0.9758,0.9343,67.81,-67.94,165.23,165.69,160.02,161.27,158.92,0.2889,0.3484,0.5023,1.2612,1.5432,1.7451,0.9197,seam_grip
RIGHT,BACK,175.46,170.03,157.25,0.5401,0.1904,0.669,0.7998,0.6591,81.63,-75.33,169.96,175.46,170.03,157.25,151.63,0.3048,0.3715,0.5517,1.1194,1.3273,1.563,0.7344,seam_grip
RIGHT,BACK,143.91,146.74,151.51,0.5999,0.273,0.8292,0.9837,0.8949,58.27,-61.37,163.3,143.91,146.74,151.51,157.32,0.2132,0.2191,0.3695,0.9993,1.2724,1.4305,0.9064,seam_grip
RIGHT,BACK,140.99,151.93,38.38,0.6107,0.184,0.5156,0.4722,0.8959,89.27,-80.74,175.62,140.99,151.93,38.38,15.77,0.2754,1.3035,0.2066,0.8486,0.9065,1.0149,0.4939,seam_grip
RIGHT,BACK,141.42,154.04,33.22,0.6116,0.2305,0.4732,0.4556,0.9184,89.19,-80.79,176.53,141.42,154.04,33.22,9.54,0.2702,1.2958,0.228,0.8517,0.9239,1.0485,0.4644,seam_grip
RIGHT,BACK,139.8,145.2,35.35,0.6379,0.2088,0.548,0.5035,0.8454,82.09,-88.57,176.41,139.8,145.2,35.35,13.36,0.1926,1.3053,0.2252,0.7491,0.8331,0.9551,0.5257,seam_grip
RIGHT,BACK,133.96,141.91,42.03,0.5297,0.1195,0.5239,0.4526,0.7476,72.66,-98.41,178.49,133.96,141.91,42.03,16.51,0.2217,1.1891,0.208,0.8284,0.8785,0.9439,0.4882,seam_grip
RIGHT,BACK,129.44,145.4,38.79,0.4083,0.1471,0.5159,0.507,0.6388,74.71,-96.87,178.32,129.44,145.4,38.79,19.19,0.2153,1.1401,0.1909,0.7416,0.7447,0.7768,0.5115,seam_grip
RIGHT,BACK,130.01,142.1,37.17,0.3914,0.1118,0.4966,0.4569,0.66,75.6,-95.9,177.54,130.01,142.1,37.17,19.42,0.2052,1.1145,0.1865,0.7842,0.7694,0.7873,0.4767,seam_grip
RIGHT,BACK,130.98,139.41,37.31,0.4113,0.0951,0.5017,0.4424,0.6504,75.73,-95.78,178.29,130.98,139.41,37.31,19.89,0.2081,1.0892,0.1794,0.7782,0.7535,0.768,0.472,seam_grip
RIGHT,BACK,152.81,155.52,7.33,0.4732,0.0795,0.4737,0.4018,0.6302,82.78,-88.96,179.55,152.81,155.52,7.33,6.13,0.2979,0.9869,0.2492,0.7826,0.7739,0.8566,0.4378,seam_grip
RIGHT,BACK,157.98,160.03,0.82,0.5291,0.1037,0.4912,0.4429,0.5771,86.5,-85.58,175.51,157.98,160.03,0.82,15.97,0.3097,0.9211,0.2515,0.6926,0.6991,0.8221,0.467,seam_grip
RIGHT,BACK,154.03,156.48,5.11,0.5262,0.0704,0.4579,0.3647,0.5524,88.53,-83.93,172.92,154.03,156.48,5.11,17.02,0.303,0.8341,0.2685,0.6878,0.6937,0.8204,0.4113,seam_grip
RIGHT,BACK,150.36,123.62,7.59,0.3986,0.1665,0.3974,0.1956,0.5301,87.24,-80.68,164.86,150.36,123.62,7.59,18.47,0.3156,0.6814,0.2586,0.6748,0.6659,0.8025,0.2965,seam_grip
RIGHT,BACK,58.28,3.47,15.04,0.2316,0.1063,0.1486,0.203,0.6432,84.42,-78.63,161.65,58.28,3.47,15.04,26.46,0.2788,0.5725,0.25,0.5882,0.6762,0.8904,0.1758,seam_grip
RIGHT,BACK,17.9,4.64,18.89,0.0888,0.1056,0.0826,0.1784,0.5873,84.96,-79.34,163.16,17.9,4.64,18.89,31.72,0.2596,0.4496,0.2434,0.5948,0.6872,0.8912,0.1305,seam_grip
RIGHT,BACK,99.37,5.81,11.03,0.29,0.1752,0.168,0.1536,0.5706,85.25,-79.4,158.16,99.37,5.81,11.03,21.54,0.3216,0.4294,0.2246,0.6772,0.7175,0.8834,0.1608,seam_grip
RIGHT,BACK,22.36,4.81,9.1,0.2162,0.0703,0.1479,0.1267,0.3853,89.02,-84.05,152.95,22.36,4.81,9.1,36.17,0.2541,0.2915,0.1536,0.3077,0.2945,0.4625,0.1373,seam_grip
RIGHT,BACK,34.61,4.61,10.5,0.3208,0.1538,0.189,0.1519,0.3991,89.11,-84.34,150.03,34.61,4.61,10.5,37.16,0.3101,0.272,0.1579,0.2885,0.2924,0.4622,0.1704,seam_grip
RIGHT,BACK,50.06,15.15,10.46,0.3562,0.2036,0.2596,0.2185,0.3729,88.38,-86.07,154.88,50.06,15.15,10.46,45.06,0.1595,0.4908,0.1736,0.2396,0.1979,0.3875,0.239,seam_grip
RIGHT,BACK,43.56,16.15,4.96,0.3104,0.2415,0.1787,0.1938,0.4453,88.28,-85.98,154.96,43.56,16.15,4.96,37.98,0.144,0.4825,0.1798,0.249,0.2249,0.4225,0.1863,seam_grip
RIGHT,BACK,40.35,19.3,22.27,0.2455,0.1977,0.0479,0.1314,0.5547,84.81,-89.39,165.31,40.35,19.3,22.27,3.15,0.174,0.4676,0.1602,0.3792,0.2854,0.4121,0.0897,seam_grip
RIGHT,BACK,41.78,19.65,22.74,0.2554,0.175,0.0804,0.1055,0.5345,84.52,-89.6,165.41,41.78,19.65,22.74,5.91,0.1753,0.477,0.1687,0.3913,0.2773,0.3915,0.093,seam_grip
RIGHT,BACK,42.21,19.91,24.89,0.259,0.1787,0.2741,0.1084,0.484,84.63,-89.46,166.12,42.21,19.91,24.89,8.49,0.1808,0.4843,0.1708,0.5661,0.3733,0.3469,0.1913,seam_grip
RIGHT,BACK,90.04,61.61,35.93,0.307,0.1213,0.3354,0.1824,0.5092,79.95,-93.82,174.42,90.04,61.61,35.93,26.02,0.1922,0.6878,0.1628,0.6733,0.5165,0.4615,0.2589,seam_grip
RIGHT,BACK,97.79,80.41,41.54,0.3134,0.0834,0.3243,0.208,0.5356,77.06,-96.13,176.17,97.79,80.41,41.54,32.4,0.1944,0.7433,0.1573,0.7073,0.5628,0.499,0.2662,seam_grip
RIGHT,BACK,139.1,121.04,126.17,0.4932,0.0674,0.5225,0.5075,0.3882,80.75,-80.88,174.45,139.1,121.04,126.17,136.66,0.0955,0.259,0.2974,0.4294,0.6128,0.7688,0.515,seam_grip
RIGHT,BACK,135.74,122.68,133.22,0.5155,0.0811,0.5502,0.5363,0.4337,78.86,-79.78,173.0,135.74,122.68,133.22,143.94,0.0868,0.2216,0.3094,0.4501,0.6513,0.801,0.5432,seam_grip
RIGHT,BACK,131.8,120.01,131.08,0.4745,0.0769,0.5304,0.5183,0.4131,78.9,-79.97,172.41,131.8,120.01,131.08,142.38,0.0773,0.2188,0.3193,0.4683,0.6713,0.819,0.5243,seam_grip
RIGHT,BACK,133.53,119.94,131.7,0.4803,0.0709,0.5245,0.5057,0.4158,79.07,-80.1,172.49,133.53,119.94,131.7,144.5,0.0734,0.2052,0.3165,0.4808,0.6782,0.823,0.5151,seam_grip
RIGHT,BACK,128.33,119.41,131.02,0.7062,0.2264,0.5241,0.4986,0.4233,77.82,-79.77,172.52,128.33,119.41,131.02,141.98,0.1059,0.1858,0.2508,0.5169,0.7134,0.8425,0.5113,seam_grip
RIGHT,BACK,127.94,118.61,129.87,0.7061,0.2566,0.5218,0.4918,0.4228,77.56,-80.0,172.86,127.94,118.61,129.87,143.49,0.106,0.1645,0.192,0.5148,0.7052,0.8226,0.5068,seam_grip
RIGHT,BACK,135.69,130.93,138.58,0.9047,0.476,0.5391,0.4415,0.3856,70.12,-73.51,170.1,135.69,130.93,138.58,143.62,0.1421,0.1221,0.1301,0.6169,0.7249,0.7627,0.4903,seam_grip
RIGHT,BACK,136.98,132.73,139.52,0.913,0.4614,0.5556,0.4672,0.411,69.91,-73.32,168.83,136.98,132.73,139.52,144.62,0.1251,0.1208,0.1344,0.6451,0.7487,0.7818,0.5114,seam_grip
RIGHT,BACK,172.58,156.88,36.06,0.6238,0.2036,0.4202,0.3756,0.5267,86.14,-82.58,159.92,172.58,156.88,36.06,51.05,0.2335,0.7887,0.2548,0.5373,0.6034,0.7814,0.3979,seam_grip
